iter	Logloss
170	0.03523047671
171	0.03513035735
172	0.03505730165
173	0.0349902849
174	0.03482294875
175	0.03475672407
176	0.03470450047
177	0.03454722341
178	0.03449357334
179	0.03436125939
180	0.03427064553
181	0.03417459851
182	0.03390087432
183	0.03380873064
184	0.03376359021
185	0.03367794342
186	0.03354207793
187	0.03337217089
188	0.03332840855
189	0.03326854551
190	0.03303207917
191	0.03298609193
192	0.03291632246
193	0.03281249992
194	0.03271006919
195	0.0325931554
196	0.03249552398
197	0.03242287361
198	0.03237804767
199	0.03219810933
200	0.03214803875
201	0.03206656683
202	0.03188053078
203	0.0316939708
204	0.03160145157
205	0.03155916565
206	0.03151354397
207	0.03147106676
208	0.03141519783
209	0.03136620805
210	0.03129391669
211	0.03124916498
212	0.03118294058
213	0.03106290517
214	0.03106280482
215	0.03102152598
216	0.03098549108
217	0.03094820363
218	0.03086792609
219	0.03071799869
220	0.03068194486
221	0.03061289735
222	0.03053610816
223	0.03045665142
224	0.03041242259
225	0.03030608749
226	0.03022543431
227	0.03018392532
228	0.02999656916
229	0.02987054915
230	0.02982805761
231	0.02973089058
232	0.02968960472
233	0.02964855512
234	0.0295980935
235	0.02943573595
236	0.0294007422
237	0.02934758474
238	0.02929239625
239	0.02923226863
240	0.02919908565
241	0.02905098068
242	0.02900549383
243	0.02891444172
244	0.02878868367
245	0.02871195984
246	0.02863624574
247	0.02851773011
248	0.02848707395
249	0.02840474963
250	0.02828332735
251	0.02828318246
252	0.02824436874
253	0.02819870822
254	0.02816038219
255	0.02813471728
256	0.02810339798
257	0.02804353375
258	0.02801980259
259	0.02798682782
260	0.02783623557
261	0.02777330631
262	0.02774062953
263	0.02770337174
264	0.02769581126
265	0.02762334994
266	0.02756352065
267	0.02753054745
268	0.0274788681
269	0.02744748803
270	0.02742119462
271	0.027392355
272	0.02734000645
273	0.02730873743
274	0.02724274656
275	0.02715863926
276	0.02711355912
277	0.02710769082
278	0.02707252144
279	0.02707241797
280	0.02697989321
281	0.02691889847
282	0.02683025497
283	0.02680345195
284	0.02674420207
285	0.02671462685
286	0.02663178615
287	0.0265953828
288	0.02650993541
289	0.02647538963
290	0.02643194599
291	0.02643191828
292	0.02641067076
293	0.02638343257
294	0.02634179298
295	0.02634164982
296	0.02626361267
297	0.0262629031
298	0.0262390788
299	0.0262388891
300	0.02620121066
301	0.02616565261
302	0.02614091067
303	0.02614073758
304	0.02613996414
305	0.02613995168
306	0.0261398722
307	0.02612644007
308	0.02612631918
309	0.02612568879
310	0.02609781433
311	0.02607973852
312	0.02604944422
313	0.02603946596
314	0.02603468658
315	0.02597759812
316	0.02593720321
317	0.02593714119
318	0.02591484966
319	0.02591480992
320	0.02591014158
321	0.02591013802
322	0.02588017359
323	0.02580765677
324	0.025807629
325	0.02580759082
326	0.02580760117
327	0.02578525001
328	0.02571554043
329	0.02571550237
330	0.02557755321
331	0.02552642146
332	0.02549701832
333	0.02546455855
334	0.02546450517
335	0.02546448953
336	0.02546447713
337	0.02546442893
338	0.02546434707
339	0.0254643386
340	0.02546428317
341	0.02546414303
342	0.02546402208
343	0.02546400817
344	0.02546392529
345	0.02546341653
346	0.02546332314
347	0.02546326096
348	0.02546325395
349	0.02546323303
350	0.02546314293
351	0.02546255824
352	0.02541702632
353	0.0254168452
354	0.02541679866
355	0.02540813307
356	0.02539912412
357	0.02537205841
358	0.0253719614
359	0.02535446471
360	0.0253507119
361	0.02535066148
362	0.02533130864
363	0.02526825254
364	0.02520426457
365	0.02520424721
366	0.0252041901
367	0.02520412604
368	0.02520358455
369	0.02519714931
370	0.02516960712
371	0.02514143468
372	0.02514099931
373	0.02511534506
374	0.02509390993
375	0.02505414326
376	0.02505416203
377	0.02505415351
378	0.0250540338
379	0.02505405106
380	0.02505394526
381	0.02503304536
382	0.02500866913
383	0.0249568297
384	0.02492585721
385	0.02487728868
386	0.02484917755
387	0.02484921206
388	0.0248156942
389	0.02478327521
390	0.02475277483
391	0.02472877088
392	0.0247287244
393	0.02472867959
394	0.0247285951
395	0.02472844632
396	0.02472832532
397	0.02472836857
398	0.02472817304
399	0.02472796614
400	0.02472794377
401	0.02472791109
402	0.02472703346
403	0.02469463507
404	0.02463338093
405	0.02463332037
406	0.02460709187
407	0.02453531688
408	0.02453525482
409	0.02453516347
410	0.02450767772
411	0.0245076795
412	0.02450770544
413	0.02450762078
414	0.02450756378
415	0.0245074808
416	0.02450747239
417	0.02450734286
418	0.02450732911
419	0.024507298
420	0.02450727568
421	0.02450711855
422	0.0245071599
423	0.02450710641
424	0.02450708398
425	0.02450712372
426	0.02450707368
427	0.02450709261
428	0.02450701501
429	0.02450688722
430	0.02450679242
431	0.02450669223
432	0.02450666463
433	0.02450641594
434	0.02450630394
435	0.02450628485
436	0.0245062141
437	0.02450620715
438	0.02450619701
439	0.02450619701
440	0.02447150195
441	0.02447150012
442	0.02443336829
443	0.02441034193
444	0.02441026601
445	0.02441030742
446	0.02441030742
447	0.02441023139
448	0.0244101951
449	0.02441008612
450	0.02441004654
451	0.02440972845
452	0.02440932263
453	0.02440927804
454	0.02440872122
455	0.02440829825
456	0.02440823629
457	0.0244082447
458	0.0244081966
459	0.0244081966
460	0.02440822594
461	0.02440813799
462	0.02440814807
463	0.02440802896
464	0.0244080412
465	0.02440793945
466	0.02440794096
467	0.02440791356
468	0.02440789981
469	0.02440776177
470	0.02440784088
471	0.02440776851
472	0.02440768402
473	0.02440763392
474	0.02440743532
475	0.02440735784
476	0.02440733373
477	0.02440744762
478	0.0244072508
479	0.02440729744
480	0.02440717137
481	0.02440715757
482	0.02440701786
483	0.02440693692
484	0.02440696086
485	0.02440697132
486	0.02440690575
487	0.02440690575
488	0.02440694716
489	0.02440695757
490	0.02440683328
491	0.02440682481
492	0.02440679537
493	0.02440673498
494	0.02440617129
495	0.02440618359
496	0.02440610076
497	0.02440620251
498	0.02440611979
499	0.02440612648
500	0.02440611451
501	0.02440606954
502	0.02440605077
503	0.02440552988
504	0.02440555911
505	0.02440547628
506	0.02440541594
507	0.02440542969
508	0.02440540047
509	0.02440536935
510	0.02440533824
511	0.02440532632
512	0.02440534859
513	0.02440526598
514	0.0244052105
515	0.02440525892
516	0.02440520726
517	0.02440518483
518	0.02440523821
519	0.02440524868
520	0.02440523832
521	0.02440522096
522	0.02439118231
523	0.02439110968
524	0.02439110968
525	0.02433071783
526	0.02433063328
527	0.02433060389
528	0.02433054862
529	0.02433048311
530	0.02433036723
531	0.02433033779
532	0.02433029309
533	0.02433022746
534	0.02433024278
535	0.02433025491
536	0.02433014464
537	0.02433008381
538	0.02433004752
539	0.02433005097
540	0.02432989923
541	0.02432980255
542	0.02432977133
543	0.024329654
544	0.02432967125
545	0.02432962984
546	0.02432953127
547	0.02432951762
548	0.02432945712
549	0.02432945017
550	0.02432948128
551	0.02432935694
552	0.02432929476
553	0.02432921534
554	0.02432920822
555	0.02432917716
556	0.02432834511
557	0.02432831233
558	0.02432831912
559	0.02432826213
560	0.02432816544
561	0.02432812737
562	0.02432811713
563	0.02432807556
564	0.02432808807
565	0.02432810672
566	0.02432794932
567	0.02432788888
568	0.02432775935
569	0.02432766089
570	0.02432752921
571	0.02432747238
572	0.02432755342
573	0.02431985433
574	0.02431978169
575	0.02431961804
576	0.02431795361
577	0.0243178813
578	0.02431755737
579	0.02431745013
580	0.02431730692
581	0.02431725348
582	0.02431702048
583	0.02431700835
584	0.02431691037
585	0.02431675346
586	0.02431644313
587	0.02431630886
588	0.02431630045
589	0.02431346752
590	0.02431353476
591	0.02431322552
592	0.02431311115
593	0.02430486394
594	0.02430482933
595	0.02430483461
596	0.02430480706
597	0.02430407543
598	0.02430400108
599	0.02430401148
600	0.02430390445
601	0.02430275067
602	0.02430267647
603	0.02430265059
604	0.02430262999
605	0.02430257973
606	0.02430254506
607	0.02430244153
608	0.02430244153
609	0.02430244153
610	0.02430244153
611	0.02430221157
612	0.0243020924
613	0.02430200752
614	0.02430202295
615	0.02430195241
616	0.02430188307
617	0.02430179518
618	0.02430176056
619	0.02430084738
620	0.0243008009
621	0.02430076434
622	0.02430072821
623	0.02430067618
624	0.02430068135
625	0.02430062775
626	0.02430064517
627	0.02430060877
628	0.02430054491
629	0.02430057602
630	0.02430044835
631	0.0243004499
632	0.02430034637
633	0.02430036179
634	0.02430020466
635	0.02430018886
636	0.02430013548
637	0.02429994346
638	0.02429960461
639	0.02429949957
640	0.02429939776
641	0.02429935602
642	0.02429907293
643	0.02429907261
644	0.02429881766
645	0.02429866064
646	0.02429868145
647	0.02429859674
648	0.02429849138
649	0.024298436
650	0.02429840138
651	0.02429824608
652	0.02429830146
653	0.02429823417
654	0.02429814773
655	0.02429810459
656	0.02429809575
657	0.02429807682
658	0.02429803557
659	0.02429801632
660	0.02429803535
661	0.02429789882
662	0.02429741077
663	0.02416519665
664	0.02413765295
665	0.02413763057
666	0.02413714775
667	0.0241371931
668	0.02413715368
669	0.02413711507
670	0.02413703219
671	0.02413708736
672	0.02413693546
673	0.02413698588
674	0.02413698588
675	0.02413686694
676	0.02413690059
677	0.02413656772
678	0.02413648749
679	0.02413645298
680	0.02413640164
681	0.02413640515
682	0.02413644257
683	0.02413637862
684	0.02413637862
685	0.02413633952
686	0.02413628258
687	0.02413626522
688	0.02413601793
689	0.02413593279
690	0.02413593149
691	0.02413560497
692	0.02413554237
693	0.0241354184
694	0.02413537181
695	0.02413534393
696	0.02413528656
697	0.02413528527
698	0.02413528138
699	0.02413503302
700	0.02413496723
701	0.02413491563
702	0.02413493784
703	0.02413479042
704	0.02413471153
705	0.0241346527
706	0.02413467686
707	0.02413452668
708	0.02413452819
709	0.02413440498
710	0.02413429967
711	0.02413425998
712	0.02413408786
713	0.02413412911
714	0.02413403389
715	0.02413394551
716	0.02413397301
717	0.0241339661
718	0.02413385718
719	0.02413383723
720	0.02413387341
721	0.02413346058
722	0.02413341027
723	0.02413340504
724	0.0241333577
725	0.02413324742
726	0.02413324203
727	0.02413315781
728	0.02413314406
729	0.02413311138
730	0.02413313543
731	0.024132135
732	0.02413208464
733	0.02413207941
734	0.02413203805
735	0.02413197054
736	0.02413199265
737	0.02413198725
738	0.02413188949
739	0.02413190152
740	0.02413177378
741	0.0241317824
742	0.0241315294
743	0.02413139157
744	0.02413138968
745	0.0241313638
746	0.02413128923
747	0.02413131204
748	0.02413122538
749	0.02413124674
750	0.02413120327
751	0.02413112918
752	0.02413114294
753	0.0241309679
754	0.02413094558
755	0.02413092654
756	0.02413088556
757	0.02413092164
758	0.02413048956
759	0.02413041708
760	0.02413035836
761	0.02413031458
762	0.02413031458
763	0.02413022156
764	0.02413011458
765	0.02413012833
766	0.02413007635
767	0.02413002442
768	0.02412987656
769	0.02412979552
770	0.02412969549
771	0.02412969991
772	0.02412960722
773	0.02412963774
774	0.02412964448
775	0.02412955497
776	0.02412957223
777	0.02412956899
778	0.02412943035
779	0.02412937034
780	0.02412840895
781	0.02412837083
782	0.02412826428
783	0.02412829027
784	0.0241282762
785	0.02412816415
786	0.02412815897
787	0.02412808984
788	0.02412812279
789	0.02412815536
790	0.02412809992
791	0.0241276955
792	0.02412764897
793	0.02412769556
794	0.02412761387
795	0.0241276102
796	0.0241275862
797	0.0241275827
798	0.02412751718
799	0.02412750311
800	0.02412743279
801	0.02412750882
802	0.02412744331
803	0.02412732565
804	0.02412731303
805	0.02412731815
806	0.02412727712
807	0.02412721489
808	0.02412723921
809	0.02412719063
810	0.02412717116
811	0.02412717353
812	0.02412710085
813	0.02412710085
814	0.02411340707
815	0.02411342087
816	0.0241134432
817	0.0241131195
818	0.02411314188
819	0.02411303829
820	0.02411301473
821	0.02411294727
822	0.02411287113
823	0.0241128879
824	0.02411271174
825	0.02411276183
826	0.0241126926
827	0.0241126205
828	0.02411255272
829	0.02411261123
830	0.02411253056
831	0.0241124686
832	0.02411251444
833	0.0241124782
834	0.02411244374
835	0.02411244951
836	0.02411236124
837	0.02411237327
838	0.02411230721
839	0.02411226041
840	0.02411191832
841	0.02411189427
842	0.02411190436
843	0.02411182736
844	0.02410449815
845	0.02410450683
846	0.02410450446
847	0.02410453449
848	0.0241044219
849	0.02410441554
850	0.02410441031
851	0.02410437353
852	0.02410438297
853	0.02410433282
854	0.02406987609
855	0.02406991955
856	0.02406986617
857	0.02406981586
858	0.02406980367
859	0.02406979143
860	0.02406975708
861	0.02406978226
862	0.02406971491
863	0.02406966994
864	0.02406969572
865	0.02406961268
866	0.02406965242
867	0.02406959181
868	0.02406960033
869	0.02406952176
870	0.02406950559
871	0.02403683956
872	0.02401690635
873	0.0240169099
874	0.02400587983
875	0.02400588954
876	0.02400585044
877	0.02400585373
878	0.02400576692
879	0.02400572009
880	0.02400569766
881	0.02400566013
882	0.02400558577
883	0.02400545986
884	0.02400553897
885	0.02400551648
886	0.02400526892
887	0.02400523484
888	0.02398287413
889	0.02396363701
890	0.02392574255
891	0.02391046034
892	0.02386722859
893	0.02383556558
894	0.02383552126
895	0.02383550147
896	0.02383544501
897	0.02383542242
898	0.02383541859
899	0.02383542026
900	0.02383543968
901	0.02383541363
902	0.02383533577
903	0.02383531182
904	0.02383536801
905	0.02383529026
906	0.02383530287
907	0.02383524081
908	0.02383524016
909	0.02383521595
910	0.02383522679
911	0.02383524189
912	0.02383519217
913	0.02383524884
914	0.02383517853
915	0.02383520716
916	0.02383518171
917	0.02383512644
918	0.02383516548
